feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
0.656295132573998,0.5259786220427095,0.8024589015114569,0.7725142248790371,0.6739862319022947,0.10036170317057036,0.13976526909776343,0.2387906314515773,0.6514588791523924,0.4949208924434745,0.0
0.20966736996431934,0.9082052613083165,0.01066715809696539,0.7095869436153204,0.9685738389887619,0.6560559106275786,0.22966828023293184,0.16936379522232425,0.5325664854471786,0.8748938435126089,2.0
0.9952822375686214,0.17868485485513652,0.35657247418071725,0.29706426435546296,0.3871016897638152,0.19939788731970365,0.4928602468957245,0.719448433593383,0.7472662031417158,0.237635053667007,0.0
0.015326464323871747,0.5104904628036943,0.14308503761688718,0.6970588141011403,0.5506141274207265,0.834827692173767,0.13754618435844967,0.23524049942479897,0.8993613245694855,0.20381894409478263,0.0
0.22374881109860523,0.23793638054004584,0.21389496715077172,0.4281590326943513,0.711760454324976,0.42160200498810085,0.9609376168263335,0.4049277833990531,0.7745528253928151,0.005533400175721681,2.0
0.6745540473150363,0.5635720809600432,0.5943198207382843,0.3897605593774284,0.010500792180281326,0.5600600420767781,0.04510106228022037,0.4428188036748618,0.8331793118823697,0.7871566306445098,2.0
0.15412365652874938,0.13575820174253417,0.5801194898112437,0.6487154107827818,0.8433714585782093,0.9064418064920752,0.486600583436115,0.1076729689970578,0.4368243356404492,0.5643632775188199,1.0
0.44877684926851413,0.8743264992809919,0.6218910410540749,0.8911707103507858,0.9803940726702861,0.5816344794342448,0.009693100323910908,0.13700918322122357,0.6702064500427803,0.017030273935465412,0.0
0.14635726951133243,0.7005885939816086,0.7137319591388446,0.9875799509234329,0.9372688850444724,0.14905340880338314,0.8411292685361601,0.678328298879158,0.3575447603312397,0.4442629638106652,0.0
0.9503584442500935,0.002417726348969307,0.8566723415861979,0.023025512387364166,0.08153515124442978,0.786150704310672,0.5050294076538381,0.8248942137907805,0.2452356681464295,0.38089729839280473,2.0
0.6649792740215323,0.34932254634693194,0.18963495875058833,0.3531802276087953,0.01662861512674607,0.12497212534986346,0.9887797147371734,0.12545338116958893,0.822511716549355,0.7233427050301653,0.0
0.6904834044252477,0.7603379305880821,0.26361476854954635,0.13980848148887093,0.494842917516495,0.014137569746061396,0.6648098455202043,0.5093962450062612,0.107434270956839,0.4252078452625011,2.0
0.7019158318319884,0.6237588528461294,0.4189070686994517,0.8724429388158541,0.12801472254252588,0.20095731251614746,0.38688477023806545,0.14403005041305728,0.7810145842786795,0.898797379882584,2.0
0.9320179414736207,0.1307829201169679,0.5295984705551473,0.578408573744872,0.8359468623437244,0.0970007143211925,0.6979621576646243,0.6781748016449742,0.10134638736227763,0.06505843341807571,0.0
0.9293115795757252,0.699849248698221,0.34381448219763155,0.7678775652962562,0.13489843644830835,0.035181709994586696,0.7696442832997651,0.909006237436036,0.11027697307649331,0.6985080126735133,1.0
0.11669140943898393,0.8722906524624041,0.9215884781827844,0.5314142381849182,0.2024121472122733,0.47486579762514725,0.07155951424652984,0.6864289310301708,0.5164665284013251,0.28057551168799666,0.0
0.26483561666728683,0.17213941272048894,0.004138917753713112,0.3260908807588698,0.1711744210833399,0.16639364312715332,0.5433834848658736,0.9840414818792771,0.6005549495068223,0.3319039677685022,1.0
0.06640074608358293,0.724073559546139,0.3592081903351243,0.7652571249004939,0.5921596632562195,0.4948405625192195,0.5091588580963371,0.04630412851202015,0.5395750179737654,0.2507053193210308,2.0
0.20602180757286181,0.7764466542925645,0.3673168120216386,0.13217049634062206,0.5197953890048668,0.6435585377583053,0.030227976411593582,0.49002529005030093,0.6566905860877107,0.5942238706165237,2.0
0.006578064763848923,0.21695630290362977,0.09506780605123777,0.059575813280827616,0.8843184335908373,0.40560181612861246,0.4749943665813937,0.606947461539208,0.8583424257991658,0.5553937572557489,2.0
0.39827129176081333,0.19030417649871667,0.13021525381174592,0.2733594102408934,0.48182487333210566,0.2884425558268381,0.15870613382432053,0.9044097434359879,0.536005439283535,0.4622490243832694,1.0
0.9300674545012945,0.8331555325534111,0.5681916846452595,0.504921521908004,0.7032078468920896,0.23195638365168303,0.4123298066904102,0.12037286740368647,0.059514747988504646,0.4460121035715523,1.0
0.43231286154863635,0.18845009792918122,0.34231164625149035,0.8635643659482982,0.1766805879309723,0.038922090719440194,0.4578770774539668,0.6061411047515193,0.7717326471482576,0.8636865166698037,0.0
0.13675262481987938,0.43508950201063723,0.7596538331269039,0.9035607053192478,0.9830826631292995,0.6728915854197228,0.8481012734197789,0.21899669363701235,0.7147623876253525,0.4821065785892754,0.0
0.39723881605667155,0.5194532454000248,0.8732434045343601,0.020260004430706746,0.21996925492651864,0.19602164775018827,0.6785898453722484,0.1796320303450304,0.23407079588878543,0.175179495200678,1.0
0.40591244286551353,0.2629948225199964,0.5597751138685475,0.32665294807029044,0.021264861113215794,0.183116789036061,0.5540389319451827,0.3068161215730676,0.5901048781651378,0.21709154836921973,1.0
0.8751478430848125,0.2609597022830128,0.7609650878093367,0.02027237009091576,0.03553206972898848,0.9070972880322784,0.10347943265741866,0.007995225397453232,0.23959369079794535,0.9637076600321453,0.0
0.8091062604662066,0.5706307106087244,0.7376561602859094,0.41678340136767833,0.716378451645111,0.7351479311182308,0.6543873669827427,0.6422583613995512,0.33179176575378866,0.9348979787653895,2.0
0.5313853731832495,0.27209343588027846,0.37117677140135896,0.6814827307256499,0.393715962616466,0.7935442581907295,0.7540714027577037,0.08681834035604497,0.6740205517140943,0.2971176248306445,2.0
0.08163130003202645,0.8541819847657598,0.40454379782010885,0.4977302578685695,0.03586426610349647,0.021274421898418217,0.8249062800963862,0.06315184215169578,0.8697791961322435,0.7922580831309773,0.0
0.7176932833540433,0.029573805819752885,0.5983412395288285,0.11271833006526144,0.7011332890504675,0.8181516409174523,0.23534871158167603,0.24691683852920676,0.8213520732571884,0.9233194274351159,2.0
0.8410278601647444,0.45610969903210496,0.398232870416533,0.3610362140502278,0.26497683663968064,0.626849736266919,0.05379524336681585,0.22708753920244185,0.7909138863908214,0.9804974805414631,0.0
0.9094595515140957,0.0011645894679034319,0.45522165287214056,0.9064186821751644,0.9205767110187324,0.4991767911083589,0.8786203550226027,0.7864516332320635,0.9922608145719889,0.9522908440355292,2.0
0.1540582033455964,0.7840901439061615,0.24282846538340397,0.4098716802077951,0.4377766978914601,0.0800554032519849,0.6535267122255837,0.5164810100466901,0.3103418149226711,0.49304065609631065,0.0
0.7774626532628399,0.3104833921335167,0.3582758672823434,0.9850226289844344,0.42026675167789584,0.45424853281323596,0.6174692592083973,0.26678959817494874,0.022218380562151863,0.29679279169104733,1.0
0.9420553601048327,0.4603796566497791,0.34875097471414895,0.6599202785665895,0.15823653241221003,0.22878733070357027,0.7332091703660156,0.222662005357409,0.3699451203397376,0.8091135256759225,0.0
0.805007483096531,0.24940394500089302,0.24178064057393944,0.5503552839349647,0.09532819099269818,0.12733187393078882,0.003168594034470451,0.5051974700955624,0.11817453322305416,0.9229888000909278,2.0
0.027792675070943962,0.4158685998856133,0.2323277813237432,0.852384811507713,0.20591050050505966,0.011406562241388252,0.9723078180146191,0.4641462667829419,0.45047620533026955,0.21878941134626395,2.0
0.7437911444463648,0.892055271277012,0.45526400560390834,0.5390528826845692,0.24174792008954582,0.6764339029283577,0.38210265577667646,0.6748064411144099,0.28085105013290534,0.09720927370169641,1.0
0.2843132001416242,0.38402712167175446,0.4157387733912937,0.16436068137905313,0.07445803836405629,0.8456916415124961,0.0724340081394933,0.4133339117182294,0.8159371663439909,0.35353045899948,1.0
0.18312246050737546,0.5080817584985116,0.3785889910795066,0.6353122366325246,0.2555504403936827,0.15846098509817308,0.1503214817937515,0.6686128771514283,0.9879329697613296,0.5201090684043018,2.0
0.7255398105615602,0.6156026308638195,0.9280617903814794,0.26082028745832886,0.208292148758367,0.41170295513608546,0.7630833125597692,0.5967408734333427,0.3623567931222589,0.4038378144609992,1.0
0.46997920147154304,0.7918685696869716,0.20530666489218985,0.48780334792399127,0.9499046907586904,0.7060326746281977,0.40175962183775227,0.7096018633186716,0.09162545845745174,0.7412903462500784,2.0
0.07641067631430343,0.2862773153476251,0.5576267565054733,0.1266620152453145,0.9668862531528276,0.7470776019148745,0.019254646210250526,0.42902958435004657,0.7111260219938513,0.37793618509928695,1.0
0.16546544255640394,0.1757647113205255,0.35277212562818305,0.7052587884247341,0.2161191821649492,0.6890381776241444,0.7884706441075751,0.8505963700515007,0.596145064986,0.6464817926344518,2.0
0.5477788350496767,0.4535364510816068,0.9189864464506461,0.34795666018812255,0.057062789977278316,0.11731490373138853,0.2711809937492068,0.9118498655041428,0.19871800397407446,0.6767483138895963,1.0
0.43457681525380554,0.10322085617771448,0.9397119584783494,0.1327591246454275,0.8155999966668765,0.20235985577291304,0.13416906670337936,0.9351832400770261,0.1497235168750859,0.21613840349978197,1.0
0.7242544714199945,0.9275544932310738,0.8878004154869104,0.22189030782841457,0.7036045077758017,0.7101217668281712,0.19250608704631145,0.14608141055508272,0.4346576324687821,0.70089238574239,2.0
0.1299611125623683,0.4706959372031154,0.6552505413707806,0.6960493832255823,0.4471262855379814,0.904825849576727,0.420484368695051,0.6870524793470472,0.13612767856332275,0.9120843059884212,0.0
0.3821253772210935,0.20053395386481732,0.1921991397717926,0.6292618183155237,0.1442486359082248,0.30076589584220104,0.06201465882439161,0.1545663854293764,0.3467334134723501,0.9950675492656943,1.0
0.36893245706841116,0.895446509268801,0.7454301082879289,0.7580123423100376,0.3049280936345601,0.07006995154733531,0.1020458814959192,0.2372280261776858,0.4224101349529211,0.2637445650146705,0.0
0.3994913763650024,0.768085337711447,0.41413828470739755,0.12945264834474235,0.2593035307039673,0.16632392610042956,0.2634725863925079,0.3376354122035503,0.8772802205299391,0.06550741975808239,0.0
0.996715829634909,0.5566020867415783,0.9052326202703772,0.09617337254822256,0.7993439219533136,0.5216204878571714,0.5341190642021171,0.7742758107361087,0.6991812094680747,0.6106420117152701,0.0
0.8793951548364334,0.898815919884209,0.6057549813295665,0.8871682961568962,0.4936272257661537,0.6531853219852527,0.9309724663734451,0.6579212998778815,0.6243914006920096,0.1562055525797127,2.0
0.5002973086838234,0.934292728782317,0.5532355174348482,0.7399939951858645,0.029072829760540708,0.9726840187630442,0.8629636567565518,0.19537483241098197,0.5738934685405515,0.1520474766046146,0.0
0.6044100201707575,0.10450665746942622,0.7827716418790719,0.45046245725196177,0.41953796785236297,0.32022472272214586,0.8232783214495737,0.36679513606541503,0.8617208460594739,0.750387479886723,1.0
0.1213148739060137,0.5050750843386629,0.1403077458710692,0.9247983281754102,0.8319759509272737,0.4250169940372346,0.09233740054648809,0.17420502371559432,0.8812927250330467,0.9754694020698959,2.0
0.05278633443223668,0.3023314342830348,0.6105427001452782,0.5336868115413742,0.695647729130452,0.4947757000479489,0.1864828950880485,0.7012413866485909,0.15612341992227552,0.28768451232442294,0.0
0.5494596968811986,0.6710790654911752,0.10864747763063398,0.9477211390038066,0.5556725207721527,0.7765399395857715,0.48995518529504933,0.5914477504417026,0.6102884744003751,0.34240135173267683,1.0
0.024375369791774903,0.5980317820907078,0.07430994390186252,0.3115800975383668,0.5581093435870376,0.3522271806676668,0.07829029782201724,0.21861057268328676,0.40064670836533234,0.8532213371295092,1.0
0.4461529693281847,0.14124933047295452,0.38088262529687544,0.7522694072999384,0.3273893777328406,0.6100885194421014,0.24742562611953234,0.07283818706207723,0.48308518739503414,0.9936808207194219,1.0
0.4429518901641849,0.007851597696563739,0.8045522529891038,0.11523389478282853,0.4075054626509541,0.7907435248978186,0.7392825113083545,0.12777923490529153,0.4803769313267354,0.029115868108200438,1.0
0.0776226005151005,0.8184688530326085,0.921162833866075,0.8879897666405688,0.8631801410241191,0.06131015693601827,0.8885271824193444,0.5860348041454955,0.31971824117695513,0.07077862432706628,1.0
0.2223003737498721,0.1720624952980856,0.30922155999882484,0.7140004020491546,0.11311139009853954,0.08869241232480884,0.6404889108427327,0.9322393246925551,0.4308055131744506,0.28065107296084313,0.0
0.7246851730500096,0.709413186683564,0.9398834907453583,0.7740975656598437,0.6854870124097007,0.379881137299533,0.9179535564892718,0.7748027914456952,0.9357048149975964,0.5047913207024098,0.0
0.9974660273666838,0.15228954494426594,0.049297862640674484,0.9056405714939314,0.05598824239771305,0.4678280007620167,0.449867822349331,0.6408088724142248,0.29788451022053297,0.7121233037397966,0.0
0.8772194999506466,0.7054390208237491,0.39861403690059216,0.4117078544860123,0.5697179340579487,0.19366082084142078,0.6287220112946361,0.9943372479711923,0.5179755982197654,0.14997940244964003,1.0
0.8215495014335548,0.19898252246975823,0.6123002351696302,0.7566688296399794,0.365921877918321,0.22686155821157172,0.36519444451768923,0.8400786925630437,0.6375168011888778,0.37883210190559613,1.0
0.7852461260218442,0.034980720333245396,0.5823661738074973,0.9088255308490666,0.7760411899544756,0.14782349212570345,0.20098651015365376,0.2099297684963246,0.05019764826092499,0.3214068686168652,0.0
0.704839863216821,0.39880201392517023,0.5588941254134676,0.32827246598199133,0.09788102839404034,0.8923984648546616,0.3022341142504549,0.9959131918667546,0.7475068344275005,0.4434399713031799,0.0
0.17523980215632162,0.20433755139881526,0.025079845617254293,0.5426723658098584,0.1326123100143073,0.899087283054423,0.8604959164070195,0.5165772628848082,0.09581098213895411,0.5425397918219586,1.0
0.9110973983644797,0.378342017773605,0.8167141050765602,0.20382307052260185,0.9312463836791909,0.8431299247957418,0.9636182538366715,0.028803519728023974,0.4617301205482871,0.759100672551584,0.0
0.7262581951614774,0.6487724183608841,0.7463272134016714,0.23483643586609804,0.268499604660425,0.47398326671066715,0.48141936725140677,0.04680484604322532,0.8579697997468947,0.5730358304862497,1.0
0.220799512157147,0.6985428240378423,0.5112844099700201,0.05957180470191292,0.13347051358984197,0.27673416511413407,0.8300507386966773,0.5100627000428519,0.016273063578549185,0.24881826475874813,1.0
0.013320064270404552,0.7080556282409218,0.38962519553523733,0.3480923973982415,0.7244075894554356,0.6905132580608271,0.5530877941352937,0.6605297481861708,0.920418771191265,0.950812438754868,0.0
0.20535705649769098,0.7960355453541191,0.9297563737677887,0.8387741109919161,0.7555670714994916,0.9370565825942911,0.260899565261295,0.3225022098130663,0.6401255536181849,0.27876374582814945,1.0
